Date,metric_value,threshold,stress_label,reason
2000-01-05 05:00:00,1.0412221801240762,0.6306862918314217,1,threshold
2000-01-06 05:00:00,1.0746776308443953,0.6306862918314217,1,threshold
2000-01-07 05:00:00,1.028802853317034,0.6306862918314217,1,threshold
2000-01-10 05:00:00,0.9250646371530028,0.6306862918314217,1,threshold
2000-01-11 05:00:00,0.816607320318674,0.6306862918314217,1,threshold
2000-01-12 05:00:00,0.7245127733695029,0.6306862918314217,1,threshold
2000-01-13 05:00:00,0.6376246017098367,0.6306862918314217,1,threshold
2000-01-14 05:00:00,0.5603773268078455,0.6306862918314217,0,none
2000-01-18 05:00:00,0.4830490996159858,0.6306862918314217,0,none
2000-01-19 05:00:00,0.3920910304543599,0.6306862918314217,0,none
2000-01-20 05:00:00,0.3160501461930088,0.6306862918314217,0,none
2000-01-21 05:00:00,0.246308376657082,0.6306862918314217,0,none
2000-01-24 05:00:00,0.1888917755621866,0.6306862918314217,0,none
2000-01-25 05:00:00,0.1403705147519788,0.6306862918314217,0,none
2000-01-26 05:00:00,0.1183393329512836,0.6306862918314217,0,none
2000-01-27 05:00:00,0.0997182058190552,0.6306862918314217,0,none
2000-01-28 05:00:00,0.090279382832605,0.6306862918314217,0,none
2000-01-31 05:00:00,0.095740401101638,0.6306862918314217,0,none
2000-02-01 05:00:00,0.0930269248582972,0.6306862918314217,0,none
2000-02-02 05:00:00,0.0547736352380833,0.6306862918314217,0,none
2000-02-03 05:00:00,0.0268115745465077,0.6306862918314217,0,none
2000-02-04 05:00:00,-0.0095483306652495,0.6306862918314217,0,none
2000-02-07 05:00:00,-0.0393964627953565,0.6306862918314217,0,none
2000-02-08 05:00:00,-0.0496817572248807,0.6306862918314217,0,none
2000-02-09 05:00:00,-0.0526501546472497,0.6306862918314217,0,none
2000-02-10 05:00:00,-0.0548047902730379,0.6306862918314217,0,none
2000-02-11 05:00:00,-0.0588375634186435,0.6306862918314217,0,none
2000-02-14 05:00:00,-0.0782465469493883,0.6306862918314217,0,none
2000-02-15 05:00:00,-0.0911034380914697,0.6306862918314217,0,none
2000-02-16 05:00:00,-0.0842321249433447,0.6306862918314217,0,none
2000-02-17 05:00:00,-0.075055983888178,0.6306862918314217,0,none
2000-02-18 05:00:00,-0.0537366602734661,0.6306862918314217,0,none
2000-02-22 05:00:00,-0.0407427866433075,0.6306862918314217,0,none
2000-02-23 05:00:00,-0.0481944590090136,0.6306862918314217,0,none
2000-02-24 05:00:00,-0.0966841212561179,0.6306862918314217,0,none
2000-02-25 05:00:00,-0.1524125683740699,0.6306862918314217,0,none
2000-02-28 05:00:00,-0.1974507883346396,0.6306862918314217,0,none
2000-02-29 05:00:00,-0.2952238243003558,0.6306862918314217,0,none
2000-03-01 05:00:00,-0.3669106908126367,0.6306862918314217,0,none
2000-03-02 05:00:00,-0.424521661124715,0.6306862918314217,0,none
2000-03-03 05:00:00,-0.4507547813929968,0.6306862918314217,0,none
2000-03-06 05:00:00,-0.4827192940588105,0.6306862918314217,0,none
2000-03-07 05:00:00,-0.4948436787577855,0.6306862918314217,0,none
2000-03-08 05:00:00,-0.5259733632457737,0.6306862918314217,0,none
2000-03-09 05:00:00,-0.5458215943431646,0.6306862918314217,0,none
2000-03-10 05:00:00,-0.5740364141548437,0.6306862918314217,0,none
2000-03-13 05:00:00,-0.6006402695370987,0.6306862918314217,0,none
2000-03-14 05:00:00,-0.622524163745414,0.6306862918314217,0,none
2000-03-15 05:00:00,-0.5951368300151837,0.6306862918314217,0,none
2000-03-16 05:00:00,-0.530858716549561,0.6306862918314217,0,none
2000-03-17 05:00:00,-0.4891066742812622,0.6306862918314217,0,none
2000-03-20 05:00:00,-0.4624780887011178,0.6306862918314217,0,none
2000-03-21 05:00:00,-0.4274275852744832,0.6306862918314217,0,none
2000-03-22 05:00:00,-0.3946863033347163,0.6306862918314217,0,none
2000-03-23 05:00:00,-0.3623863143765273,0.6306862918314217,0,none
2000-03-24 05:00:00,-0.3390215286217183,0.6306862918314217,0,none
2000-03-27 05:00:00,-0.2941404932388163,0.6306862918314217,0,none
2000-03-28 05:00:00,-0.2494326958393263,0.6306862918314217,0,none
2000-03-29 05:00:00,-0.2090731642756637,0.6306862918314217,0,none
2000-03-30 05:00:00,-0.1659688730136277,0.6306862918314217,0,none
2000-03-31 05:00:00,-0.1352895425499996,0.6306862918314217,0,none
2000-10-30 05:00:00,-0.2198731066405171,0.6306862918314217,0,none
2000-10-31 05:00:00,-0.2955109349719644,0.6306862918314217,0,none
2000-11-01 05:00:00,-0.3609487195757015,0.6306862918314217,0,none
2000-11-02 05:00:00,-0.4150737336288862,0.6306862918314217,0,none
2000-11-03 05:00:00,-0.4576868390307639,0.6306862918314217,0,none
2000-11-06 05:00:00,-0.4934801735177563,0.6306862918314217,0,none
2000-11-07 05:00:00,-0.5233810773917651,0.6306862918314217,0,none
2000-11-08 05:00:00,-0.561210819109039,0.6306862918314217,0,none
2000-11-09 05:00:00,-0.6517992501357732,0.6306862918314217,0,none
2000-11-10 05:00:00,-0.7178219222611895,0.6306862918314217,0,none
2000-11-13 05:00:00,-0.7725260952508768,0.6306862918314217,0,none
2000-11-14 05:00:00,-0.8470917730161693,0.6306862918314217,0,none
2000-11-15 05:00:00,-0.9066461171716932,0.6306862918314217,0,none
2000-11-16 05:00:00,-0.9825324436606204,0.6306862918314217,0,none
2000-11-17 05:00:00,-1.040316589008313,0.6306862918314217,0,none
2000-11-20 05:00:00,-1.0888915053459658,0.6306862918314217,0,none
